걸린시간(Cost Time),선택(Select),정답(Answer),정답 여부(isRight)
2.875898,Orange,Pizza,False
1.356819,Pizza,Pizza,True
0,,,False
0,,,False
0,,,False
0,,,False
0,,,False
0,,,False
0,,,False
0,,,False
0,,,False
0,,,False
